Cycle,T10_R0,T10_R1,T10_R3,T25_R0,T25_R1,T25_R3,T40_R0,T40_R1,T40_R3
317,3.468250793,3.474186006,3.534257138,3.573911782,3.65118335,3.622873857,3.186823011,3.242599958,3.324319003
318,3.469850076,3.47529538,3.535848004,3.566883737,3.64540053,3.620687922,3.188420643,3.243787023,3.321047176
319,3.463362628,3.473665729,3.530370652,3.564734931,3.647008173,3.615347977,3.181740875,3.23934976,3.318150337
320,3.458538622,3.475257596,3.52898057,3.561535898,3.646525142,3.613904414,3.169503957,3.232380598,3.311283666
321,3.460137905,3.476849462,3.525832731,3.55401073,3.642810091,3.609141358,3.171101589,3.226025741,3.303133627
322,3.46037509,3.477770913,3.527423597,3.549788967,3.644417734,3.610733344,3.163490731,3.227614538,3.304723051
323,3.46188804,3.473558146,3.524119178,3.551378293,3.646025377,3.61232533,3.160391408,3.222049042,3.305369652
324,3.456353028,3.475150013,3.525710045,3.55168808,3.646435747,3.609014719,3.16004852,3.215536273,3.299173668
325,3.456062777,3.470724824,3.523935582,3.55286425,3.645855654,3.607220918,3.148581362,3.213994636,3.300763093
326,3.455314973,3.47231669,3.519388161,3.548465392,3.641494064,3.608798383,3.146426603,3.214913905,3.298486537
327,3.449255955,3.468507128,3.510462365,3.550054718,3.640255524,3.608270287,3.146853623,3.210387066,3.294703882
328,3.446575821,3.470098994,3.509489047,3.544287775,3.641863168,3.609862273,3.139075029,3.207169947,3.294476541
329,3.446779793,3.471690861,3.50110402,3.541158707,3.642625252,3.609153655,3.134125415,3.196296099,3.29425796
330,3.444783921,3.473138419,3.501139323,3.542748033,3.644232895,3.598508046,3.123300251,3.190774034,3.295847384
331,3.446383204,3.471252245,3.50084065,3.543382046,3.640984556,3.600100032,3.121514877,3.187732896,3.28561378
332,3.447982487,3.471837328,3.500912765,3.544971372,3.638649459,3.601442046,3.123112509,3.183038024,3.287203204
333,3.437399345,3.473429194,3.502503632,3.545084387,3.633970792,3.603034032,3.119659686,3.176605546,3.278732672
334,3.435423875,3.465193189,3.496909414,3.546040732,3.635578435,3.599070351,3.115445806,3.172211917,3.273548267
335,3.434572405,3.462700883,3.495369325,3.539932626,3.629347719,3.596634841,3.107581682,3.173800714,3.275137692
336,3.42339145,3.455145631,3.493885826,3.539419149,3.629001797,3.590830689,3.097942877,3.170695359,3.267378252
337,3.424990733,3.456737497,3.493137664,3.538962839,3.619838229,3.592422675,3.086679997,3.169678853,3.264892224
338,3.426590016,3.455221461,3.487482643,3.527251581,3.621445872,3.594014661,3.077290471,3.171081389,3.260889182
339,3.422423936,3.453259815,3.489073509,3.528840906,3.623053515,3.589481195,3.06188717,3.171205073,3.255291137
340,3.415547856,3.454851682,3.48958598,3.525696841,3.624661158,3.591073181,3.063484802,3.16754212,3.242582584
341,3.414794405,3.452313441,3.476531568,3.523357906,3.619094416,3.591600229,3.052447802,3.158894969,3.244172009
342,3.416393688,3.4538025,3.478122434,3.524947232,3.613900354,3.593192215,3.047477916,3.155725281,3.244445002
343,3.417992971,3.452070268,3.479713301,3.526536558,3.615507997,3.589682413,3.033739885,3.157314078,3.246034426
344,3.410513406,3.453183373,3.476312573,3.523156189,3.616791231,3.591274399,3.02829814,3.155482269,3.236108832
345,3.412112689,3.449991278,3.475865386,3.524745515,3.614936433,3.592866385,3.026292701,3.151383825,3.235979898
346,3.413711972,3.444776808,3.474644395,3.519585491,3.615918066,3.590342081,3.014932486,3.148000818,3.232773608
347,3.41141453,3.431832491,3.470369722,3.518663604,3.608957461,3.591934067,3.009585899,3.144507721,3.231182599
348,3.407577219,3.433424357,3.471457633,3.518644746,3.61010435,3.593526053,3.004085272,3.140728216,3.226439567
349,3.408204312,3.433902003,3.4730485,3.519474791,3.60733009,3.593410698,2.994269861,3.135519042,3.219028977
350,3.396841466,3.435493869,3.461724013,3.514382938,3.608937733,3.593961492,2.984747582,3.131515892,3.219889754
351,3.394171155,3.436563245,3.463314879,3.510784061,3.605449453,3.587908741,2.968342108,3.127523387,3.215591488
352,3.391708996,3.430551447,3.464905746,3.512373387,3.607057096,3.584191266,2.969225169,3.123506432,3.214258798
353,3.383903396,3.430602241,3.466496613,3.512449057,3.604929037,3.585783252,2.957032338,3.110306446,3.209994942
354,3.385502679,3.419470365,3.468087479,3.51097321,3.605569017,3.587375238,2.944193668,3.095654096,3.206509279
355,3.385160306,3.421062231,3.466362166,3.50770113,3.606397331,3.586593963,2.942571489,3.092115577,3.202284585
356,3.384612281,3.417601168,3.459902117,3.509290456,3.602810613,3.584545377,2.930581705,3.093704374,3.200811268
357,3.370817961,3.418127043,3.44910511,3.505794175,3.604418256,3.576359809,2.914452351,3.083521805,3.191989284
358,3.372417244,3.404407002,3.450695977,3.503359086,3.600574871,3.577951795,2.90910653,3.080152928,3.18532824
359,3.361067748,3.405998869,3.452286843,3.494154653,3.599497764,3.577866296,2.894238392,3.077153332,3.186132451
360,3.36175456,3.407590735,3.45387771,3.490737565,3.598566227,3.575223438,2.888901478,3.061687838,3.180359149
361,3.358995692,3.400751311,3.455468576,3.487407681,3.598703765,3.574175508,2.87581638,3.063276636,3.179615838
362,3.360594975,3.393122646,3.451414584,3.488997006,3.598288954,3.575767494,2.86205735,3.05918498,3.181205262
363,3.349404831,3.387288979,3.452510738,3.484751266,3.597038579,3.57394161,2.846144488,3.055193609,3.176777627
364,3.351004114,3.388880846,3.446661266,3.482816159,3.592940015,3.57276864,2.84521779,3.054924806,3.17234679
365,3.344523615,3.390036987,3.448252133,3.484405484,3.594547658,3.572378643,2.830032566,3.043007068,3.164471353
366,3.339047936,3.381756194,3.444347829,3.482635064,3.596155301,3.567137858,2.818834355,3.037513714,3.165911833
367,3.335067863,3.383348061,3.444748215,3.478575945,3.593803034,3.562137155,2.803774101,3.039102511,3.161978649
368,3.333309036,3.38088159,3.446339081,3.476145471,3.585081924,3.563729141,2.793987185,3.028740231,3.153943154
369,3.334908319,3.371989227,3.442441046,3.476827346,3.586689567,3.562233722,2.789835798,3.021522565,3.152474568
370,3.33377596,3.369420345,3.440795607,3.474514548,3.584213244,3.553297563,2.770901444,3.012937975,3.146013547
371,3.325765562,3.36856914,3.442386473,3.473538327,3.579241247,3.547730522,2.772499075,3.007404609,3.146047285
372,3.327364845,3.364203433,3.438828745,3.470058419,3.58084889,3.549322508,2.759354202,2.995748028,3.145642855
373,3.328964128,3.363507438,3.435696949,3.471647744,3.579608651,3.550914494,2.745164975,2.991840355,3.137234079
374,3.330563411,3.355560337,3.430576241,3.471745562,3.575516467,3.55250648,2.733114286,2.981173406,3.134090867
375,3.330317603,3.355157367,3.431183929,3.47158771,3.574434005,3.554098467,2.718020418,2.980400347,3.135680292
376,3.331916886,3.352757121,3.43265178,3.471091219,3.576041648,3.552844443,2.704669473,2.969660323,3.135306705
377,3.326203231,3.349292664,3.424675871,3.471155227,3.576031321,3.55415525,2.695516655,2.958053721,3.133234287
378,3.321615929,3.346895363,3.421161698,3.465371015,3.577638964,3.555747236,2.674268214,2.94667657,3.120641728
379,3.323215212,3.347570462,3.420072133,3.466642724,3.576262335,3.547081507,2.664404782,2.941466356,3.119068235
380,3.321566942,3.34083105,3.420012322,3.46392377,3.571433841,3.542742644,2.645238344,2.928618155,3.118920368
381,3.321530048,3.336586282,3.415829074,3.465351011,3.562910775,3.54433463,2.646835976,2.923576205,3.112490342
382,3.312546253,3.337213685,3.412830246,3.460715746,3.564518418,3.545926616,2.623265529,2.91423449,3.113981674
383,3.314145536,3.338805551,3.412432873,3.462305072,3.563034473,3.547518603,2.614510598,2.909407541,3.107141041
384,3.315744819,3.336039081,3.410662468,3.461712363,3.559671766,3.547782287,2.596216504,2.898995602,3.106238982
385,3.307734533,3.33693801,3.409093839,3.462436118,3.556272231,3.541939332,2.587585732,2.88275022,3.092160592
386,3.309333816,3.338529877,3.406875507,3.45940634,3.557879874,3.543531319,2.572817593,2.880275582,3.093433765
387,3.303931596,3.334311776,3.408466374,3.460995666,3.553625823,3.542946842,2.555313021,2.874182422,3.082563327
388,3.305530879,3.334045117,3.402541943,3.462584991,3.545689039,3.544538828,2.543694857,2.862474905,3.077543189
389,3.307130162,3.334503131,3.404132809,3.459496242,3.547296682,3.544426512,2.533990267,2.850917216,3.069812397
390,3.307810868,3.329176783,3.40192644,3.453443397,3.547487082,3.544290637,2.526551142,2.845378592,3.062667567
391,3.30791071,3.327355491,3.399319149,3.455032722,3.539648153,3.537022928,2.509860048,2.827930985,3.064256992
392,3.309141993,3.328947357,3.400910016,3.455294383,3.538779806,3.534891554,2.494426347,2.808903175,3.052942352
393,3.304049513,3.324093657,3.402500882,3.454245631,3.540387449,3.536395384,2.477103719,2.809415443,3.053414131
394,3.305648796,3.325685523,3.394937659,3.449772633,3.540965224,3.528618732,2.478701351,2.803669227,3.050594196
395,3.307248079,3.327277389,3.394710871,3.445194912,3.541765217,3.530210718,2.455870414,2.794488756,3.04082709
396,3.308847362,3.328869256,3.3837126,3.446784238,3.542289032,3.525168617,2.44512779,2.783179568,3.039262388
397,3.29578338,3.319486782,3.385303467,3.440050586,3.534271791,3.526760603,2.426365361,2.773010581,3.030821524
398,3.297382663,3.319922065,3.382398417,3.441639911,3.535879434,3.528352589,2.414967198,2.765455689,3.020483236
399,3.297087857,3.31606389,3.382681081,3.436282506,3.537487077,3.52602577,2.399819817,2.743989398,3.011041458
400,3.291594247,3.317655756,3.380053275,3.430792227,3.538435214,3.522525863,2.379934311,2.729930031,3.00580763
401,3.280612737,3.317801223,3.375660467,3.432381552,3.538849727,3.524117849,2.350910854,2.71687407,2.997232503
402,3.28221202,3.319393089,3.372952824,3.433970878,3.529608561,3.518569264,2.342039107,2.716914311,2.992645825
403,3.283781359,3.318229575,3.368488642,3.435560204,3.525249137,3.52016125,2.325677791,2.694104469,2.987095967
404,3.283404418,3.319645969,3.366357968,3.429417637,3.526553214,3.515839614,2.308269831,2.689322863,2.973991236
405,3.2724706,3.307156728,3.363173122,3.431006963,3.524732664,3.514648114,2.300851227,2.680337784,2.969453523
406,3.268435964,3.302016038,3.356787045,3.432596288,3.526340307,3.513058871,2.286347888,2.65438141,2.959566775
407,3.270035247,3.301448392,3.358377911,3.433029026,3.52794795,3.509714476,2.257269927,2.651080695,2.948724723
408,3.267370529,3.298827529,3.359968778,3.434618351,3.529555593,3.510628844,2.24767063,2.649825691,2.939600639
409,3.262926888,3.291205169,3.361559644,3.434708782,3.526894967,3.509694446,2.224333757,2.623401583,2.938528987
410,3.264526171,3.29148769,3.357505504,3.434263161,3.52283368,3.50382587,2.213420449,2.61870753,2.9200265
411,3.266125454,3.287199917,3.355414491,3.428960672,3.518611002,3.505417856,2.201986137,2.603354879,2.921615924
412,3.263690916,3.287787516,3.357005357,3.42599882,3.516120921,3.502260936,2.179210384,2.58603498,2.911209364
413,3.264318642,3.289379382,3.347568768,3.422554412,3.517216134,3.500116483,2.160729538,2.571988827,2.904220678
414,3.25958213,3.286438923,3.349159634,3.424143737,3.517241674,3.497906998,2.14402379,2.563435664,2.893598245
415,3.259635338,3.284660654,3.350750501,3.420513252,3.512627458,3.492738856,2.119081692,2.547411579,2.888476205
416,3.253385583,3.280778399,3.344790793,3.422102578,3.514235101,3.48728846,2.107597969,2.533306323,2.879784128
417,3.253555158,3.282370265,3.346381659,3.420847901,3.514026325,3.488880446,2.077228729,2.517242487,2.8762272
418,3.255154441,3.281192556,3.337044256,3.41874635,3.515633968,3.490472432,2.063946878,2.501813621,2.866202402
419,3.188054392,3.282784423,3.336048952,3.413273304,3.506286852,3.492064418,2.044236026,2.485422488,2.856603088
420,3.187470465,3.278036123,3.337639819,3.414862629,3.503972222,3.491694189,2.033648256,2.487011286,2.844345377
421,3.189069748,3.27939908,3.33851875,3.414923916,3.505579865,3.480259086,2.016943415,2.451803179,2.839860041
422,3.188226144,3.273954727,3.337953699,3.408077519,3.507187508,3.480837041,1.990172088,2.448116859,2.82986493
423,3.182525473,3.268967324,3.339544566,3.409666844,3.508795151,3.482429027,1.978428458,2.441006242,2.814169125
424,3.182181136,3.27055919,3.334510404,3.41125617,3.506779556,3.479792212,1.958531573,2.417887919,2.798125776
425,3.183780419,3.269742267,3.328686825,3.41084768,3.506154389,3.481384198,1.933345528,2.409962649,2.788398434
426,3.185379702,3.263922168,3.322678727,3.412437006,3.507762032,3.482618739,1.923271002,2.399092311,2.779035793
427,3.184976718,3.265514035,3.324225668,3.41062294,3.504581196,3.476660554,1.901750389,2.370892345,2.768164615
428,3.181644655,3.267105901,3.319913539,3.402495816,3.502616927,3.47825254,1.882721583,2.358501308,2.764321063
429,3.183243938,3.261279982,3.317914378,3.398186857,3.502685873,3.479844526,1.860926174,2.354564473,2.747131212
430,3.183548107,3.262871849,3.317740741,3.396300204,3.501124642,3.480559799,1.84140605,2.336293493,2.738756037
431,3.179392998,3.257665021,3.314915537,3.39788953,3.498534352,3.482151785,1.820488587,2.326804713,2.730026603
432,3.180992281,3.259256887,3.310488878,3.394056194,3.493212288,3.483743771,1.802582628,2.307850684,2.720688053
433,3.182591564,3.260848753,3.311623913,3.39498853,3.493122213,3.477340487,1.786269954,2.298422766,2.708083396
434,3.180234381,3.258542559,3.307160847,3.395019087,3.492511834,3.476650036,1.766501049,2.282718486,2.693737847
435,3.181833664,3.259310092,3.308751713,3.394433203,3.494119477,3.478185361,1.752202031,2.266236232,2.687893787
436,3.183432947,3.248824994,3.31034258,3.393168975,3.489366627,3.47411797,1.722301936,2.245599896,2.673453191
437,3.18503223,3.248132753,3.306026543,3.389879227,3.486487727,3.473554233,1.69849406,2.229933077,2.670247553
438,3.186631513,3.249069982,3.305947983,3.387663457,3.485139667,3.475146219,1.671474115,2.218120273,2.654016943
439,3.188230796,3.244810338,3.30753885,3.388571902,3.479446,3.475641153,1.654177685,2.196422949,2.642953108
440,3.189830079,3.246402204,3.306150696,3.386742655,3.470942691,3.464314981,1.638310066,2.179451608,2.629456106
441,3.191429362,3.243938167,3.307741563,3.373901646,3.472550334,3.465440736,1.618653122,2.165445028,2.614335243
442,3.193028645,3.244862142,3.300466657,3.375490971,3.472508201,3.460257177,1.600204987,2.151768649,2.606932181
443,3.188168346,3.24484794,3.29567592,3.377080297,3.470543066,3.461849163,1.584203226,2.131380692,2.601335071
444,3.18492023,3.185894307,3.297266786,3.378669623,3.471953112,3.463441149,1.566773811,2.116189868,2.590651881
445,3.186519513,3.184009749,3.298857653,3.378655105,3.466831704,3.457617035,1.546245124,2.097696329,2.582807857
446,3.178954769,3.185601616,3.295509623,3.379431031,3.468439347,3.459209021,1.52344142,2.072606355,2.565349318
447,3.180554052,3.184915408,3.295163322,3.381020357,3.47004699,3.460801007,1.507491136,2.056539726,2.560786415
448,3.179961725,3.178063909,3.296754189,3.376160446,3.471654633,3.458006762,1.486885804,2.039137911,2.542669439
449,3.178907087,3.179655775,3.296271683,3.377152533,3.466099262,3.459598748,1.46701594,2.020810185,2.532762039
450,3.17822796,3.181247641,3.296792668,3.373293323,3.461622745,3.456917455,1.441968188,1.999782318,2.526849717
451,3.179827243,3.181609327,3.295054528,3.374204808,3.46168119,3.458509441,1.418369747,1.974589129,2.508227027
452,3.1807037,3.177993163,3.293360795,3.368584252,3.463288833,3.454025327,1.39206816,1.947771088,2.494740409
453,3.165447774,3.177908592,3.291066725,3.367336863,3.455336119,3.455617314,1.380490251,1.929889923,2.486092637
454,3.166660288,3.179500459,3.289479293,3.367026915,3.456943762,3.4572093,1.341472926,1.913964055,2.473394619
455,3.166062666,3.176744159,3.281223764,3.368466924,3.451223845,3.451646523,1.327330409,1.901644935,2.462557538
456,3.157717219,3.178336025,3.273792731,3.36538156,3.445318586,3.453238509,1.302131779,1.880108287,2.446948931
457,3.153980038,3.170050132,3.268825058,3.3561605,3.44633196,3.454830495,1.280184486,1.864475144,2.442134082
458,3.150420927,3.171641998,3.267013828,3.357749826,3.447939603,3.451919527,1.255536047,1.843652678,2.430624743
459,3.143299779,3.173233864,3.256502184,3.353944835,3.448849197,3.453511513,1.231368931,1.817851549,2.418879947
460,3.144018167,3.164061455,3.258093051,3.353749692,3.44771158,3.450868081,1.206302814,1.804220933,2.403841697
461,3.143656469,3.165653321,3.256963522,3.354128503,3.442648803,3.445097835,1.186626725,1.785504634,2.390004337
462,3.136736475,3.167245188,3.256238896,3.355717828,3.444256446,3.4388583,1.157897466,1.763586352,2.379569309
463,3.138335758,3.163523421,3.24945288,3.353993369,3.444436285,3.436376624,1.142576672,1.744953243,2.370125426
464,3.135995238,3.164651903,3.246835351,3.353779862,3.439769735,3.436325359,1.111085848,1.730684406,2.346159082
465,3.127513678,3.1635343,3.245043436,3.355369188,3.434098817,3.435381036,1.09017194,1.701910102,2.336038989
466,3.129112961,3.159008819,3.244579829,3.356958513,3.42700697,3.431649673,1.06901171,1.684682243,2.317846642
467,3.12702,3.160600685,3.2313264,3.356937141,3.428614613,3.432462664,1.041587871,1.657082319,2.289152027
468,3.121749473,3.15446964,3.232917266,3.358486485,3.429565724,3.430342453,1.019746003,1.638822966,2.287114664
469,3.122973848,3.156061507,3.234508133,3.352768137,3.426927855,3.431934439,0.98791609,1.620905623,2.272390484
470,3.124573131,3.157653373,3.231463086,3.35263257,3.427178436,3.433526426,0.967876414,1.599533548,2.257676652
471,3.119843597,3.159245239,3.227914924,3.352705355,3.424024352,3.428174022,0.944258243,1.577886154,2.242255182
472,3.111500253,3.158242342,3.228074158,3.341185169,3.424672601,3.429766008,0.912529305,1.553436758,2.23461505
473,3.104068226,3.159834208,3.229613951,3.342774495,3.426280244,3.429667095,0.888313089,1.534958572,2.214562089
474,3.098298436,3.161180523,3.178597936,3.344363821,3.417277364,3.431259081,0.870939722,1.509094472,2.191605456
475,3.088714428,3.161397802,3.17362203,3.342195691,3.409911407,3.420357348,0.853349275,1.488071764,2.169347088
476,3.086990652,3.160726229,3.167037469,3.342421647,3.41151905,3.421343859,0.819855994,1.463481335,2.160714254
477,3.084729822,3.151298007,3.168628335,3.33782918,3.413126693,3.422935845,0.796784726,1.442432205,2.14332077
478,3.084233934,3.152889873,3.170219202,3.332778487,3.411618845,3.424527831,0.769600864,1.427268975,2.133528908
479,3.081272548,3.147985039,3.165796918,3.332318789,3.413226488,3.426119817,0.737156523,1.399601319,2.114747447
480,3.071058989,3.149576906,3.167387785,3.333908114,3.41321537,3.420785476,0.718130155,1.381904953,2.095592888
481,3.063642538,3.151168772,3.168978651,3.329390145,3.412663527,3.415715195,0.694925788,1.355116581,2.086138105
482,3.058745329,3.147242345,3.170569518,3.324127825,3.406254768,3.409190195,0.671343149,1.337602148,2.059247947
483,3.058416039,3.139223561,3.171741901,3.325717151,3.402217565,3.410759508,0.647131309,1.315067726,2.052392351
484,3.05422029,3.135494324,3.173332768,3.327306476,3.403825208,3.412266497,0.620567254,1.296294594,2.036878619
485,3.047639392,3.129180701,3.163867795,3.321019086,3.405432851,3.413290279,0.58365763,1.276415437,2.008652693
486,3.034567115,3.130772567,3.165458662,3.3215911,3.398394372,3.411122508,0.564182175,1.245838203,2.001494945
487,3.022167923,3.124578545,3.16577114,3.320192385,3.400002015,3.408018807,0.5284501,1.216934769,1.985809726
488,3.023767206,3.124064648,3.167362006,3.315665486,3.401609658,3.409610793,0.51304055,1.196828854,1.965604406
489,3.005486856,3.117412877,3.161850314,3.312745226,3.403217301,3.41120278,0.477146006,1.177485749,1.957420605
490,3.007086139,3.110242276,3.159917255,3.313228503,3.404824944,3.412794766,0.453652656,1.155350797,1.937494469
491,3.008685422,3.109337994,3.161508121,3.314817828,3.397862223,3.414386752,0.42527681,1.120529084,1.921755682
492,3.009998035,3.110929861,3.163098988,3.306569703,3.399007118,3.405783158,0.40025429,1.102941326,1.894834689
493,3.001985129,3.111554526,3.164689854,3.308159029,3.398486571,3.407269866,0.371677638,1.074217048,1.889176768
494,2.991850442,3.113146392,3.161665829,3.30733355,3.399978567,3.408861852,0.346282782,1.055624,1.864932394
495,2.993449725,3.10240323,3.163256695,3.295049124,3.400020008,3.402353563,0.319599253,1.028826667,1.849420483
496,2.982586685,3.084564482,3.162960561,3.296638449,3.40116951,3.402125896,0.297211575,0.993205249,1.835556991
497,2.979362449,3.084757338,3.163300037,3.294243273,3.400340953,3.398731804,0.259924391,0.967021125,1.809230048
498,2.969831219,3.082437862,3.157967581,3.287127943,3.401948596,3.40032379,0.243756954,0.945024145,1.796446256
499,2.969596425,3.077972684,3.159558447,3.282165354,3.400975731,3.401484033,0.219739249,0.919696591,1.782828578
500,2.965931197,3.063818717,3.160785311,3.278680674,3.402583374,3.395181136,0.202501673,0.898220256,1.768966082
501,2.959642759,3.065410583,3.156979823,3.28027,3.400445344,3.392161932,0.186328738,0.87215755,1.756677697
502,2.943187451,3.06181117,3.15857069,3.279764689,3.396848417,3.385531288,0.182132539,0.845451078,1.738419506
503,2.943553845,3.059049048,3.158185852,3.278248708,3.395835993,3.387123274,,0.820770124,1.723153975
504,2.945153128,3.044969379,3.153719816,3.272623512,3.396793434,3.388715261,,0.798352929,1.710134972
505,2.946752411,3.046561245,3.149958854,3.267891691,3.387962835,3.390307247,,0.757489363,1.679775241
506,2.937863407,3.039924089,3.148065306,3.260086656,3.389570478,3.389755016,,0.734958284,1.665901092
507,2.929774459,3.039296546,3.139415186,3.261675982,3.37988221,3.391347002,,0.711774289,1.646812923
508,2.931373742,3.035963695,3.141006053,3.257362771,3.381489853,3.386553387,,0.682928781,1.634989325
509,2.926629505,3.030719416,3.134665916,3.258952097,3.377566842,3.385677697,,0.65622733,1.611906606
510,2.914790454,3.030917029,3.133858958,3.253772599,3.376808322,3.380504127,,0.626777444,1.595836843
511,2.913242331,3.014512103,3.129258731,3.250972279,3.371903975,3.382096113,,0.592622005,1.575249977
512,2.901779878,3.009712164,3.127644524,3.252561604,3.36477046,3.380648346,,0.575323429,1.557684235
513,2.897684316,3.004655006,3.120131441,3.253420057,3.366378103,3.37411566,,0.549093443,1.536018695
514,2.892918249,2.999341184,3.116503882,3.251384526,3.367985746,3.375707646,,0.526252819,1.513755375
515,2.888861692,2.997745915,3.113202012,3.247113909,3.361809827,3.374311224,,0.498967394,1.495797895
516,2.869285541,2.992674618,3.114792879,3.248703235,3.36341747,3.372613994,,0.468479199,1.478467875
517,2.870884824,2.988459517,3.108209397,3.246540366,3.364725762,3.37420598,,0.45394013,1.462615902
518,2.866343806,2.988050191,3.099254207,3.236530861,3.359484821,3.369186422,,0.428801071,1.433231849
519,2.864577639,2.981390557,3.09999783,3.235865066,3.361092464,3.370778408,,0.390842985,1.419173164
520,2.85342398,2.972285222,3.099496933,3.233300392,3.35330855,3.366316751,,0.352447974,1.395427408
521,2.849931017,2.972125648,3.093470873,3.234889718,3.354916193,3.367118832,,0.332152296,1.371468937
522,2.838181526,2.968944673,3.092229094,3.23537801,3.353077784,3.368710819,,0.310558961,1.351278795
523,2.83698926,2.963936729,3.075313328,3.229692193,3.349357463,3.36922213,,0.281038707,1.332976942
524,2.824622502,2.957609393,3.076904194,3.231281519,3.350965106,3.370814116,,0.260728994,1.318044475
525,2.820719823,2.950893238,3.068541008,3.154815775,3.352572749,3.364857738,,0.244421911,1.295707375
526,2.814283514,2.947400254,3.065202761,3.156405101,3.345762961,3.366380134,,0.213592038,1.284585507
527,2.803597511,2.9411448,3.065925725,3.151831261,3.345011956,3.36797212,,0.200069531,1.260832304
528,2.794134528,2.93366171,3.049975495,3.153420586,3.345363117,3.362764037,,0.192091805,1.237717068
529,2.790345088,2.933692799,3.047676676,3.155009912,3.34697076,3.364356023,,0.186118162,1.215228236
530,2.781830907,2.930206976,3.043420322,3.151402504,3.348578403,3.363748635,,,1.19971751
531,2.771860625,2.923097348,3.034701919,3.152991829,3.345107333,3.362357779,,,1.17204713
532,2.769280176,2.919315291,3.03043538,3.153416729,3.346700506,3.361534812,,,1.156341257
533,2.757391624,2.910099111,3.02102245,3.155006054,3.344156005,3.359865493,,,1.137512576
534,2.749579881,2.904474134,3.022613316,3.153748449,3.330695422,3.358094374,,,1.122888422
535,2.742117914,2.899672725,3.014693453,3.155337775,3.332303065,3.356905071,,,1.092513667
536,2.734790448,2.888959985,3.001347442,3.154025406,3.333910708,3.355051702,,,1.073716341
537,2.727097306,2.890551851,2.996203507,3.155614732,3.332472894,3.347001006,,,1.039239107
538,2.716088229,2.875701124,2.997794374,3.157204057,3.328255617,3.343965816,,,1.022909082
539,2.710706865,2.86800514,2.991277363,3.158112184,3.322087529,3.342179786,,,1.008984596
540,2.694700024,2.859476122,2.98961171,3.153717961,3.323398099,3.3400323,,,0.989590655
541,2.688599094,2.855376747,2.97678493,3.148757922,3.322714648,3.341624286,,,0.965151652
542,2.688613772,2.851695394,2.975251949,3.150347248,3.311716688,3.340659376,,,0.951440289
543,2.673419871,2.848374967,2.974737289,3.151936573,3.313324331,3.334658381,,,0.92809567
544,2.669174351,2.84017765,2.974692175,3.153525899,3.314574496,3.335823657,,,0.902319914
545,2.666405586,2.840255072,2.968377197,3.153747044,3.309583235,3.330773716,,,0.884860933
546,2.652080872,2.83268783,2.957034385,3.152965053,3.311190878,3.330896534,,,0.853915554
547,2.642453269,2.829720329,2.952748731,3.154554379,3.310314188,3.328959247,,,0.837155829
548,2.6368729,2.823234413,2.940783859,3.156143704,3.307931046,3.328844147,,,0.814999814
549,2.624462883,2.811040048,2.941539738,3.15773303,3.309538689,3.325975258,,,0.797365225
550,2.623164545,2.805169694,2.935332045,3.159322355,3.302713942,3.314668582,,,0.77761445
551,2.610806586,2.800227424,2.926821372,3.160911681,3.304321585,3.313966773,,,0.748713967
552,2.597214492,2.787741939,2.921775005,3.162501007,3.303323535,3.309595305,,,0.716742809
553,2.598813775,2.775335757,2.922394039,3.158790984,3.29618725,3.310704292,,,0.695240532
554,2.593863788,2.776927624,2.912931168,3.158853677,3.297794893,3.305750616,,,0.66928428
555,2.587996211,2.777278401,2.905156063,3.160443002,3.299270063,3.307342602,,,0.649083042
556,2.576054438,2.771562339,2.906746929,3.162032328,3.291515274,3.303878325,,,0.62946694
557,2.571885163,2.765144041,2.901580039,3.163621654,3.288225761,3.30376299,,,0.611219354
558,2.559764907,2.760424305,2.887919138,3.16076671,3.284780477,3.302098935,,,0.581907537
559,2.551914436,2.747849024,2.884672235,3.162356036,3.28638812,3.294415814,,,0.559698966
560,2.544150101,2.744878365,2.873175584,3.163945361,3.287995763,3.2960078,,,0.541529364
561,2.542464098,2.737626702,2.872013365,3.165534687,3.289603406,3.297599786,,,0.516938594
562,2.531705819,2.730049693,2.866566056,3.167124013,3.219857831,3.296191045,,,0.500796263
563,2.52489872,2.721684657,2.865311361,3.165185571,3.221465474,3.294641742,,,0.472170454
564,2.51517806,2.710341737,2.859771218,3.166774897,3.218903877,3.293928036,,,0.441942584
565,2.512677896,2.701063105,2.856042584,3.165541494,3.22051152,3.295520022,,,0.422886882
566,2.495283708,2.690622999,2.84526187,3.160127425,3.222119163,3.297112008,,,0.398977319
567,2.485328713,2.683867365,2.841799829,3.161716751,3.223726807,3.292978499,,,0.372801879
568,2.477038458,2.673566333,2.833482502,3.163306077,3.224335456,3.289618243,,,0.356887837
569,2.474004728,2.662447937,2.823632394,3.160641824,3.225943099,3.287913313,,,0.329835761
570,2.457626838,2.660115229,2.821232481,3.162231149,3.224136739,3.287154706,,,0.304694488
571,2.453275409,2.658409019,2.813783466,3.163820475,3.223629764,3.284726321,,,0.292118746
572,2.440198836,2.652135675,2.809655039,3.165409801,3.222891056,3.286318307,,,0.259333284
573,2.436268592,2.645611842,2.796310167,3.165473209,3.216800675,3.28180239,,,0.243677414
574,2.424759372,2.631760987,2.797901033,3.158104344,3.218408318,3.275120919,,,0.226246584
575,2.405484832,2.626122095,2.787125025,3.15969367,3.220015961,3.276547045,,,0.205133977
